"bio_rep","cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","dcc_internal_notes","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_protocol_id","lab_version","localization","md5sum","obj_status","project","read_type","replicate","rna_extract","seq_platform","sex","size","spike_in_pool","sub_id","submitted_data_version","table_name","type","view","filename","fname","url"
"008WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000167",,,"GSM765401","Gingeras","CSHL","LID16632",,,"cell","f5050b3d980fe128493e476d8d38642b",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"543M","Nist14",1948,,"wgEncodeCshlLongRnaSeqNhekCellPapPlusRawSigRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhekCellPapPlusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqNhekCellPapPlusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellPapPlusRawSigRep2.bigWig"
"035WC","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000167",,,"GSM765401","Gingeras","CSHL","LID8694",,,"cell","b34a5c33ee66f69b25c14fec3156f9ad",,"wgEncode","2x76D",5,"longPolyA","Illumina_GA2x",,"384M","Nist14",2467,,"wgEncodeCshlLongRnaSeqNhekCellPapPlusRawSigRep5","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhekCellPapPlusRawSigRep5.bigWig","wgEncodeCshlLongRnaSeqNhekCellPapPlusRawSigRep5.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCellPapPlusRawSigRep5.bigWig"
"027C","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-24#,#2011-09-23#,"wgEncodeEH000195",,,"GSM767843","Gingeras","CSHL","LID18554",,,"cytosol","2bc108cf833b0eb748003510ac2965c8",,"wgEncode","2x76D",3,"longNonPolyA","Illumina_GA2x",,"20M","Nist14",3147,,"wgEncodeCshlLongRnaSeqNhekCytosolLongnonpolyaMinusRawSigRep3","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhekCytosolLongnonpolyaMinusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqNhekCytosolLongnonpolyaMinusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCytosolLongnonpolyaMinusRawSigRep3.bigWig"
"027C","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-24#,#2011-09-23#,"wgEncodeEH000195",,,"GSM767843","Gingeras","CSHL","LID18554",,,"cytosol","e99d6004e9c38e8a834e1ac6ccec0bc9",,"wgEncode","2x76D",3,"longNonPolyA","Illumina_GA2x",,"20M","Nist14",3147,,"wgEncodeCshlLongRnaSeqNhekCytosolLongnonpolyaPlusRawSigRep3","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhekCytosolLongnonpolyaPlusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqNhekCytosolLongnonpolyaPlusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCytosolLongnonpolyaPlusRawSigRep3.bigWig"
"027C","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000195",,,"GSM767843","Gingeras","CSHL","LID18554",,"iIDR","cytosol","31e6d9969d3a2438eb078499b50b9084","replaced","wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"3.5M","Nist14",3652,,"wgEncodeCshlLongRnaSeqNhekCytosolPamContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqNhekCytosolPamContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqNhekCytosolPamContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCytosolPamContigs.bedRnaElements.gz"
"027C","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-10#,#2012-11-10#,"wgEncodeEH000195",,,"GSM767843","Gingeras","CSHL","LID18554",,,"cytosol","017aba60d0122b148c3cca7d7e9075dd",,"wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"3.6M","Nist14",5612,"V2 - Replace . with -1 for missing data","wgEncodeCshlLongRnaSeqNhekCytosolPamContigsV2","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqNhekCytosolPamContigsV2.bedRnaElements.gz","wgEncodeCshlLongRnaSeqNhekCytosolPamContigsV2.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCytosolPamContigsV2.bedRnaElements.gz"
"027C,028C","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000166",,,"GSM765400","Gingeras","CSHL","LID8795,LID8796",,"iIDR","cytosol","6eeda669573796801965dac043961e2a",,"wgEncode","2x76D",,"longPolyA","Illumina_GA2x",,"5.6M","Nist14",3653,,"wgEncodeCshlLongRnaSeqNhekCytosolPapContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqNhekCytosolPapContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqNhekCytosolPapContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCytosolPapContigs.bedRnaElements.gz"
"027C","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000166",,,"GSM765400","Gingeras","CSHL","LID8795",,,"cytosol","ef567791e68b9d8640bdbae36a54cff4",,"wgEncode","2x76D",3,"longPolyA","Illumina_GA2x",,"192M","Nist14",2415,,"wgEncodeCshlLongRnaSeqNhekCytosolPapMinusRawSigRep3","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhekCytosolPapMinusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqNhekCytosolPapMinusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCytosolPapMinusRawSigRep3.bigWig"
"028C","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000166",,,"GSM765400","Gingeras","CSHL","LID8796",,,"cytosol","dfb161ab8a4b3fd2d57a46867d467297",,"wgEncode","2x76D",4,"longPolyA","Illumina_GA2x",,"214M","Nist14",2416,,"wgEncodeCshlLongRnaSeqNhekCytosolPapMinusRawSigRep4","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhekCytosolPapMinusRawSigRep4.bigWig","wgEncodeCshlLongRnaSeqNhekCytosolPapMinusRawSigRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCytosolPapMinusRawSigRep4.bigWig"
"027C","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000166",,,"GSM765400","Gingeras","CSHL","LID8795",,,"cytosol","5da4cdaf79d1b7885e8090e3bb9f60e3",,"wgEncode","2x76D",3,"longPolyA","Illumina_GA2x",,"196M","Nist14",2415,,"wgEncodeCshlLongRnaSeqNhekCytosolPapPlusRawSigRep3","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhekCytosolPapPlusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqNhekCytosolPapPlusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCytosolPapPlusRawSigRep3.bigWig"
"028C","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000166",,,"GSM765400","Gingeras","CSHL","LID8796",,,"cytosol","e54c60e7e94ee9d8b03a4a97e0cf00a3",,"wgEncode","2x76D",4,"longPolyA","Illumina_GA2x",,"218M","Nist14",2416,,"wgEncodeCshlLongRnaSeqNhekCytosolPapPlusRawSigRep4","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhekCytosolPapPlusRawSigRep4.bigWig","wgEncodeCshlLongRnaSeqNhekCytosolPapPlusRawSigRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekCytosolPapPlusRawSigRep4.bigWig"
"027N","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-11#,"wgEncodeEH000196",,,"GSM767846","Gingeras","CSHL","LID9204",,,"nucleus","8bc634f1572597eaa1a9b14b1cb58857",,"wgEncode","2x76D",3,"longNonPolyA","Illumina_GA2x",,"204M","Nist14",3231,,"wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaMinusRawSigRep3","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaMinusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaMinusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaMinusRawSigRep3.bigWig"
"028N","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-24#,#2011-09-23#,"wgEncodeEH000196",,,"GSM767846","Gingeras","CSHL","LID9205",,,"nucleus","6327cf82fed3808907b82d0f9ed1626a",,"wgEncode","2x76D",4,"longNonPolyA","Illumina_GA2x",,"163M","Nist14",3148,,"wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaMinusRawSigRep4","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaMinusRawSigRep4.bigWig","wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaMinusRawSigRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaMinusRawSigRep4.bigWig"
"027N","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-11#,"wgEncodeEH000196",,,"GSM767846","Gingeras","CSHL","LID9204",,,"nucleus","18cac1e3d895661fcf1c9e978fc7777e",,"wgEncode","2x76D",3,"longNonPolyA","Illumina_GA2x",,"214M","Nist14",3231,,"wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaPlusRawSigRep3","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaPlusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaPlusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaPlusRawSigRep3.bigWig"
"028N","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-24#,#2011-09-23#,"wgEncodeEH000196",,,"GSM767846","Gingeras","CSHL","LID9205",,,"nucleus","8f91402f3c1a20eb4f5636346f5d3f42",,"wgEncode","2x76D",4,"longNonPolyA","Illumina_GA2x",,"170M","Nist14",3148,,"wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaPlusRawSigRep4","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaPlusRawSigRep4.bigWig","wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaPlusRawSigRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekNucleusLongnonpolyaPlusRawSigRep4.bigWig"
"027N,028N","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000196",,,"GSM767846","Gingeras","CSHL","LID9204,LID9205",,"iIDR","nucleus","d0031f6f30f783e0c696ff5dfeb8ade1",,"wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"15M","Nist14",3654,,"wgEncodeCshlLongRnaSeqNhekNucleusPamContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqNhekNucleusPamContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqNhekNucleusPamContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekNucleusPamContigs.bedRnaElements.gz"
"027N,028N","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000165",,,"GSM765399","Gingeras","CSHL","LID8797,LID8798",,"iIDR","nucleus","0bb148a3d277216ff8dc0cdd53069999",,"wgEncode","2x76D",,"longPolyA","Illumina_GA2x",,"19M","Nist14",3655,,"wgEncodeCshlLongRnaSeqNhekNucleusPapContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqNhekNucleusPapContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqNhekNucleusPapContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekNucleusPapContigs.bedRnaElements.gz"
"027N","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000165",,,"GSM765399","Gingeras","CSHL","LID8797",,,"nucleus","df22bd36f38590b66916f04ed31528ee",,"wgEncode","2x76D",3,"longPolyA","Illumina_GA2x",,"851M","Nist14",2417,,"wgEncodeCshlLongRnaSeqNhekNucleusPapMinusRawSigRep3","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhekNucleusPapMinusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqNhekNucleusPapMinusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekNucleusPapMinusRawSigRep3.bigWig"
"028N","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000165",,,"GSM765399","Gingeras","CSHL","LID8798",,,"nucleus","4fa8f4703d96d1233bdda4c803880b2d",,"wgEncode","2x76D",4,"longPolyA","Illumina_GA2x",,"937M","Nist14",2468,,"wgEncodeCshlLongRnaSeqNhekNucleusPapMinusRawSigRep4","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhekNucleusPapMinusRawSigRep4.bigWig","wgEncodeCshlLongRnaSeqNhekNucleusPapMinusRawSigRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekNucleusPapMinusRawSigRep4.bigWig"
"027N","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000165",,,"GSM765399","Gingeras","CSHL","LID8797",,,"nucleus","35c07d42ca0a70f76150c885e8e0d007",,"wgEncode","2x76D",3,"longPolyA","Illumina_GA2x",,"885M","Nist14",2417,,"wgEncodeCshlLongRnaSeqNhekNucleusPapPlusRawSigRep3","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhekNucleusPapPlusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqNhekNucleusPapPlusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekNucleusPapPlusRawSigRep3.bigWig"
"028N","NHEK","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000165",,,"GSM765399","Gingeras","CSHL","LID8798",,,"nucleus","afcdd9e0d93a86157171b8422199435d",,"wgEncode","2x76D",4,"longPolyA","Illumina_GA2x",,"973M","Nist14",2468,,"wgEncodeCshlLongRnaSeqNhekNucleusPapPlusRawSigRep4","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhekNucleusPapPlusRawSigRep4.bigWig","wgEncodeCshlLongRnaSeqNhekNucleusPapPlusRawSigRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhekNucleusPapPlusRawSigRep4.bigWig"
"082WC","NHEM.f_M2","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002686",,5071302.2,"GSM984616","Gingeras","CSHL","LID47257",,,"cell","1bcbf99166f12d908ea3c9832c433986",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"212M","Nist13",5877,,"wgEncodeCshlLongRnaSeqNhemfm250713022CellTotalMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhemfm250713022CellTotalMinusRep2.bigWig","wgEncodeCshlLongRnaSeqNhemfm250713022CellTotalMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhemfm250713022CellTotalMinusRep2.bigWig"
"082WC","NHEM.f_M2","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002686",,5071302.2,"GSM984616","Gingeras","CSHL","LID47257",,,"cell","430b23de53573016e8d4fdcf6d6a133b",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"217M","Nist13",5877,,"wgEncodeCshlLongRnaSeqNhemfm250713022CellTotalPlusRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhemfm250713022CellTotalPlusRep2.bigWig","wgEncodeCshlLongRnaSeqNhemfm250713022CellTotalPlusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhemfm250713022CellTotalPlusRep2.bigWig"
"081WC","NHEM.f_M2","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002686",,6022001,"GSM984616","Gingeras","CSHL","LID47256",,,"cell","ae9ab79078653dae2db451bfd58225fd",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"182M","Nist13",5870,,"wgEncodeCshlLongRnaSeqNhemfm26022001CellTotalMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhemfm26022001CellTotalMinusRep1.bigWig","wgEncodeCshlLongRnaSeqNhemfm26022001CellTotalMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhemfm26022001CellTotalMinusRep1.bigWig"
"081WC","NHEM.f_M2","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002686",,6022001,"GSM984616","Gingeras","CSHL","LID47256",,,"cell","5fd9bca9af039156eacae61f4a88acf6",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"186M","Nist13",5870,,"wgEncodeCshlLongRnaSeqNhemfm26022001CellTotalPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhemfm26022001CellTotalPlusRep1.bigWig","wgEncodeCshlLongRnaSeqNhemfm26022001CellTotalPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhemfm26022001CellTotalPlusRep1.bigWig"
"081WC,082WC","NHEM.f_M2","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002686",,60220015071302.2,"GSM984616","Gingeras","CSHL","LID47256,LID47257",,"iIDR","cell","e9b6bb05e3e5df41a20cec642f47e66d",,"wgEncode","2x101D",,"total","Illumina_HiSeq_2000",,"32M","Nist13",6015,,"wgEncodeCshlLongRnaSeqNhemfm2CellTotalContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqNhemfm2CellTotalContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqNhemfm2CellTotalContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhemfm2CellTotalContigs.bedRnaElements.gz"
"084WC","NHEM_M2","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002687",,7011001.2,"GSM984617","Gingeras","CSHL","LID47259",,,"cell","e7d753329e6a29f7e216782e32fead53",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"166M","Nist13",5882,,"wgEncodeCshlLongRnaSeqNhemm270110012CellTotalMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhemm270110012CellTotalMinusRep2.bigWig","wgEncodeCshlLongRnaSeqNhemm270110012CellTotalMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhemm270110012CellTotalMinusRep2.bigWig"
"084WC","NHEM_M2","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002687",,7011001.2,"GSM984617","Gingeras","CSHL","LID47259",,,"cell","6e040aaa6227e26edb77634489115fe2",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"170M","Nist13",5882,,"wgEncodeCshlLongRnaSeqNhemm270110012CellTotalPlusRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhemm270110012CellTotalPlusRep2.bigWig","wgEncodeCshlLongRnaSeqNhemm270110012CellTotalPlusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhemm270110012CellTotalPlusRep2.bigWig"
"083WC","NHEM_M2","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002687",,7012303,"GSM984617","Gingeras","CSHL","LID47258",,,"cell","576da37fcd87150aad2b0a5295f54ab2",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"223M","Nist13",5863,,"wgEncodeCshlLongRnaSeqNhemm27012303CellTotalMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhemm27012303CellTotalMinusRep1.bigWig","wgEncodeCshlLongRnaSeqNhemm27012303CellTotalMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhemm27012303CellTotalMinusRep1.bigWig"
"083WC","NHEM_M2","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002687",,7012303,"GSM984617","Gingeras","CSHL","LID47258",,,"cell","5b50db19ca2b11c1d7c5bc226be8a64c",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"228M","Nist13",5863,,"wgEncodeCshlLongRnaSeqNhemm27012303CellTotalPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqNhemm27012303CellTotalPlusRep1.bigWig","wgEncodeCshlLongRnaSeqNhemm27012303CellTotalPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhemm27012303CellTotalPlusRep1.bigWig"
"083WC,084WC","NHEM_M2","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002687",,70123037011001.2,"GSM984617","Gingeras","CSHL","LID47258,LID47259",,"iIDR","cell","acb92165efc30f0c1dfaa7efd1288bdd",,"wgEncode","2x101D",,"total","Illumina_HiSeq_2000",,"33M","Nist13",6032,,"wgEncodeCshlLongRnaSeqNhemm2CellTotalContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqNhemm2CellTotalContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqNhemm2CellTotalContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhemm2CellTotalContigs.bedRnaElements.gz"
"033WC","NHLF","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-10-22#,#2011-07-22#,"wgEncodeEH000178",,,"GSM765389","Gingeras","CSHL","LID8828",,,"cell","17f60d379e793b8fe79967446e4b5a8b",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"103M","Nist14",2557,,"wgEncodeCshlLongRnaSeqNhlfCellLongnonpolyaMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqNhlfCellLongnonpolyaMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqNhlfCellLongnonpolyaMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqNhlfCellLongnonpolyaMinusRawSigRep1.bigWig"
