"bio_rep","cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_version","localization","md5sum","obj_status","project","read_type","replicate","rna_extract","seq_platform","sex","size","software_version","sub_id","submitted_data_version","table_name","type","view","filename","fname","url"
"007WC","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001152",,,"Gingeras","RIKEN","J76",,"cell","81a5abe828ab0b1b4987b4bcbe20643b","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"4.5M",,2372,,"wgEncodeRikenCageNhekCellPapPlusClustersRep1","bigWig","PlusSignal","wgEncodeRikenCageNhekCellPapPlusClustersRep1.bigWig","wgEncodeRikenCageNhekCellPapPlusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCellPapPlusClustersRep1.bigWig"
"008WC","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001152",,,"Gingeras","RIKEN","J77",,"cell","e26630bd52e58208c4acd1c11cbe4b46","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"4.7M",,2361,,"wgEncodeRikenCageNhekCellPapPlusClustersRep2","bigWig","PlusSignal","wgEncodeRikenCageNhekCellPapPlusClustersRep2.bigWig","wgEncodeRikenCageNhekCellPapPlusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCellPapPlusClustersRep2.bigWig"
"007WC","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001152",,"GSM849367","Gingeras","RIKEN","J76",,"cell","81a5abe828ab0b1b4987b4bcbe20643b",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"4.5M",,2372,,"wgEncodeRikenCageNhekCellPapPlusSignalRep1","bigWig","PlusSignal","wgEncodeRikenCageNhekCellPapPlusSignalRep1.bigWig","wgEncodeRikenCageNhekCellPapPlusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCellPapPlusSignalRep1.bigWig"
"008WC","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001152",,"GSM849367","Gingeras","RIKEN","J77",,"cell","e26630bd52e58208c4acd1c11cbe4b46",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"4.7M",,2361,,"wgEncodeRikenCageNhekCellPapPlusSignalRep2","bigWig","PlusSignal","wgEncodeRikenCageNhekCellPapPlusSignalRep2.bigWig","wgEncodeRikenCageNhekCellPapPlusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCellPapPlusSignalRep2.bigWig"
"Generation 0","NHEK","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000346",,,"Gingeras","RIKEN",,"bedtools v2.7.1","cytosol","599d873f455c6a2804433bbd979862db","renamed","wgEncode",,0,"longNonPolyA",,,"5.0M",,1811,,"wgEncodeRikenCageNhekCytosolLongnonpolyaMinusClusters","bigWig","MinusSignal","wgEncodeRikenCageNhekCytosolLongnonpolyaMinusClusters.bigWig","wgEncodeRikenCageNhekCytosolLongnonpolyaMinusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCytosolLongnonpolyaMinusClusters.bigWig"
"Generation 0","NHEK","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000346",,,"Gingeras","RIKEN",,"bedtools v2.7.1","cytosol","665dbad88c377d41c6ab12cda3fabc97","renamed","wgEncode",,0,"longNonPolyA",,,"5.0M",,1811,,"wgEncodeRikenCageNhekCytosolLongnonpolyaPlusClusters","bigWig","PlusSignal","wgEncodeRikenCageNhekCytosolLongnonpolyaPlusClusters.bigWig","wgEncodeRikenCageNhekCytosolLongnonpolyaPlusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCytosolLongnonpolyaPlusClusters.bigWig"
"gen0155C","NHEK","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000346",,"GSM849346","Gingeras","RIKEN","I70","bedtools v2.7.1","cytosol","599d873f455c6a2804433bbd979862db",,"wgEncode",,,"longNonPolyA",,,"5.0M",,1811,,"wgEncodeRikenCageNhekCytosolPamMinusSignal","bigWig","MinusSignal","wgEncodeRikenCageNhekCytosolPamMinusSignal.bigWig","wgEncodeRikenCageNhekCytosolPamMinusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCytosolPamMinusSignal.bigWig"
"gen0155C","NHEK","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000346",,"GSM849346","Gingeras","RIKEN","I70","bedtools v2.7.1","cytosol","665dbad88c377d41c6ab12cda3fabc97",,"wgEncode",,,"longNonPolyA",,,"5.0M",,1811,,"wgEncodeRikenCageNhekCytosolPamPlusSignal","bigWig","PlusSignal","wgEncodeRikenCageNhekCytosolPamPlusSignal.bigWig","wgEncodeRikenCageNhekCytosolPamPlusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCytosolPamPlusSignal.bigWig"
"027C","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001153",,,"Gingeras","RIKEN","K08",,"cytosol","41920333b916209b8881297a58fd6e0b","renamed","wgEncode",,3,"longPolyA","Illumina_GA2x",,"5.8M",,2373,,"wgEncodeRikenCageNhekCytosolPapMinusClustersRep3","bigWig","MinusSignal","wgEncodeRikenCageNhekCytosolPapMinusClustersRep3.bigWig","wgEncodeRikenCageNhekCytosolPapMinusClustersRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCytosolPapMinusClustersRep3.bigWig"
"028C","NHEK","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2011-05-31#,#2012-03-02#,"wgEncodeEH001153",,"GSM849366","Gingeras","RIKEN","K20",,"cytosol","b4b58eda0a31f20123eb8c137c675279",,"wgEncode",,4,"longPolyA","Illumina_GA2x",,"9.2M",,4166,,"wgEncodeRikenCageNhekCytosolPapMinusRawRep4","bigWig","MinusSignal","wgEncodeRikenCageNhekCytosolPapMinusRawRep4.bigWig","wgEncodeRikenCageNhekCytosolPapMinusRawRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCytosolPapMinusRawRep4.bigWig"
"027C","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001153",,"GSM849366","Gingeras","RIKEN","K08",,"cytosol","41920333b916209b8881297a58fd6e0b",,"wgEncode",,3,"longPolyA","Illumina_GA2x",,"5.8M",,2373,,"wgEncodeRikenCageNhekCytosolPapMinusSignalRep3","bigWig","MinusSignal","wgEncodeRikenCageNhekCytosolPapMinusSignalRep3.bigWig","wgEncodeRikenCageNhekCytosolPapMinusSignalRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCytosolPapMinusSignalRep3.bigWig"
"027C","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001153",,,"Gingeras","RIKEN","K08",,"cytosol","7dfd1736962c08aa755f321bb8848e8c","renamed","wgEncode",,3,"longPolyA","Illumina_GA2x",,"5.6M",,2373,,"wgEncodeRikenCageNhekCytosolPapPlusClustersRep3","bigWig","PlusSignal","wgEncodeRikenCageNhekCytosolPapPlusClustersRep3.bigWig","wgEncodeRikenCageNhekCytosolPapPlusClustersRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCytosolPapPlusClustersRep3.bigWig"
"028C","NHEK","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2011-05-31#,#2012-03-02#,"wgEncodeEH001153",,"GSM849366","Gingeras","RIKEN","K20",,"cytosol","60e40619a63615bb8def540ced7cd844",,"wgEncode",,4,"longPolyA","Illumina_GA2x",,"9.4M",,4166,,"wgEncodeRikenCageNhekCytosolPapPlusRawRep4","bigWig","PlusSignal","wgEncodeRikenCageNhekCytosolPapPlusRawRep4.bigWig","wgEncodeRikenCageNhekCytosolPapPlusRawRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCytosolPapPlusRawRep4.bigWig"
"027C","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001153",,"GSM849366","Gingeras","RIKEN","K08",,"cytosol","7dfd1736962c08aa755f321bb8848e8c",,"wgEncode",,3,"longPolyA","Illumina_GA2x",,"5.6M",,2373,,"wgEncodeRikenCageNhekCytosolPapPlusSignalRep3","bigWig","PlusSignal","wgEncodeRikenCageNhekCytosolPapPlusSignalRep3.bigWig","wgEncodeRikenCageNhekCytosolPapPlusSignalRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekCytosolPapPlusSignalRep3.bigWig"
"Generation 0","NHEK","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000347",,,"Gingeras","RIKEN",,"bedtools v2.7.1","nucleus","7585ee170197c1585a4483590dcb92eb","renamed","wgEncode",,0,"longNonPolyA",,,"21M",,1812,,"wgEncodeRikenCageNhekNucleusLongnonpolyaMinusClusters","bigWig","MinusSignal","wgEncodeRikenCageNhekNucleusLongnonpolyaMinusClusters.bigWig","wgEncodeRikenCageNhekNucleusLongnonpolyaMinusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekNucleusLongnonpolyaMinusClusters.bigWig"
"Generation 0","NHEK","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000347",,,"Gingeras","RIKEN",,"bedtools v2.7.1","nucleus","5aa7077b8e7071e16411d442e9941dbb","renamed","wgEncode",,0,"longNonPolyA",,,"22M",,1812,,"wgEncodeRikenCageNhekNucleusLongnonpolyaPlusClusters","bigWig","PlusSignal","wgEncodeRikenCageNhekNucleusLongnonpolyaPlusClusters.bigWig","wgEncodeRikenCageNhekNucleusLongnonpolyaPlusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekNucleusLongnonpolyaPlusClusters.bigWig"
"gen0157N","NHEK","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000347",,"GSM849347","Gingeras","RIKEN","I71","bedtools v2.7.1","nucleus","7585ee170197c1585a4483590dcb92eb",,"wgEncode",,,"longNonPolyA",,,"21M",,1812,,"wgEncodeRikenCageNhekNucleusPamMinusSignal","bigWig","MinusSignal","wgEncodeRikenCageNhekNucleusPamMinusSignal.bigWig","wgEncodeRikenCageNhekNucleusPamMinusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekNucleusPamMinusSignal.bigWig"
"gen0157N","NHEK","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000347",,"GSM849347","Gingeras","RIKEN","I71","bedtools v2.7.1","nucleus","5aa7077b8e7071e16411d442e9941dbb",,"wgEncode",,,"longNonPolyA",,,"22M",,1812,,"wgEncodeRikenCageNhekNucleusPamPlusSignal","bigWig","PlusSignal","wgEncodeRikenCageNhekNucleusPamPlusSignal.bigWig","wgEncodeRikenCageNhekNucleusPamPlusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekNucleusPamPlusSignal.bigWig"
"027N","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001154",,,"Gingeras","RIKEN","K09",,"nucleus","ec648f02819365949f5daed76290dc0d","renamed","wgEncode",,3,"longPolyA","Illumina_GA2x",,"11M",,2382,,"wgEncodeRikenCageNhekNucleusPapMinusClustersRep3","bigWig","MinusSignal","wgEncodeRikenCageNhekNucleusPapMinusClustersRep3.bigWig","wgEncodeRikenCageNhekNucleusPapMinusClustersRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekNucleusPapMinusClustersRep3.bigWig"
"028N","NHEK","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH001154","4F1155J","GSM849361","Gingeras","RIKEN","CTig10011",,"nucleus","3e5f0de9c49e86c9179f1ecc601bb69c",,"wgEncode","1x36",4,"longPolyA","Illumina_GA2x","F","24M",,6619,,"wgEncodeRikenCageNhekNucleusPapMinusRawRep4","bigWig","MinusSignal","wgEncodeRikenCageNhekNucleusPapMinusRawRep4.bigWig","wgEncodeRikenCageNhekNucleusPapMinusRawRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekNucleusPapMinusRawRep4.bigWig"
"027N","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001154",,"GSM849361","Gingeras","RIKEN","K09",,"nucleus","ec648f02819365949f5daed76290dc0d",,"wgEncode",,3,"longPolyA","Illumina_GA2x",,"11M",,2382,,"wgEncodeRikenCageNhekNucleusPapMinusSignalRep3","bigWig","MinusSignal","wgEncodeRikenCageNhekNucleusPapMinusSignalRep3.bigWig","wgEncodeRikenCageNhekNucleusPapMinusSignalRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekNucleusPapMinusSignalRep3.bigWig"
"027N","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001154",,,"Gingeras","RIKEN","K09",,"nucleus","94507040dc098a73dac79897197dab11","renamed","wgEncode",,3,"longPolyA","Illumina_GA2x",,"12M",,2382,,"wgEncodeRikenCageNhekNucleusPapPlusClustersRep3","bigWig","PlusSignal","wgEncodeRikenCageNhekNucleusPapPlusClustersRep3.bigWig","wgEncodeRikenCageNhekNucleusPapPlusClustersRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekNucleusPapPlusClustersRep3.bigWig"
"028N","NHEK","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH001154","4F1155J","GSM849361","Gingeras","RIKEN","CTig10011",,"nucleus","71787e0bf079b35c590f8b4bd5437162",,"wgEncode","1x36",4,"longPolyA","Illumina_GA2x","F","23M",,6619,,"wgEncodeRikenCageNhekNucleusPapPlusRawRep4","bigWig","PlusSignal","wgEncodeRikenCageNhekNucleusPapPlusRawRep4.bigWig","wgEncodeRikenCageNhekNucleusPapPlusRawRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekNucleusPapPlusRawRep4.bigWig"
"027N","NHEK","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001154",,"GSM849361","Gingeras","RIKEN","K09",,"nucleus","94507040dc098a73dac79897197dab11",,"wgEncode",,3,"longPolyA","Illumina_GA2x",,"12M",,2382,,"wgEncodeRikenCageNhekNucleusPapPlusSignalRep3","bigWig","PlusSignal","wgEncodeRikenCageNhekNucleusPapPlusSignalRep3.bigWig","wgEncodeRikenCageNhekNucleusPapPlusSignalRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhekNucleusPapPlusSignalRep3.bigWig"
"081WC","NHEM.f_M2","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002759",6022001,"GSM979663","Gingeras","RIKEN","CThi10102CTT",,"cell","4384d883fb483dbec211fded03b6678a",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"12M",,6603,,"wgEncodeRikenCageNhemfm2CellPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageNhemfm2CellPapMinusRawRep1.bigWig","wgEncodeRikenCageNhemfm2CellPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhemfm2CellPapMinusRawRep1.bigWig"
"082WC","NHEM.f_M2","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002759",5071302.2,"GSM979663","Gingeras","RIKEN","CThi10055",,"cell","29c71f67eabfafc3c453000e41153133",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"9.3M",,6638,,"wgEncodeRikenCageNhemfm2CellPapMinusRawRep2","bigWig","MinusSignal","wgEncodeRikenCageNhemfm2CellPapMinusRawRep2.bigWig","wgEncodeRikenCageNhemfm2CellPapMinusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhemfm2CellPapMinusRawRep2.bigWig"
"081WC","NHEM.f_M2","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002759",6022001,"GSM979663","Gingeras","RIKEN","CThi10102CTT",,"cell","46bc700d8a101f5e4dd1636a76be8fa4",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"12M",,6603,,"wgEncodeRikenCageNhemfm2CellPapPlusRawRep1","bigWig","PlusSignal","wgEncodeRikenCageNhemfm2CellPapPlusRawRep1.bigWig","wgEncodeRikenCageNhemfm2CellPapPlusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhemfm2CellPapPlusRawRep1.bigWig"
"082WC","NHEM.f_M2","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002759",5071302.2,"GSM979663","Gingeras","RIKEN","CThi10055",,"cell","92ea6620594069e929cc461b23a73c7c",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"8.4M",,6638,,"wgEncodeRikenCageNhemfm2CellPapPlusRawRep2","bigWig","PlusSignal","wgEncodeRikenCageNhemfm2CellPapPlusRawRep2.bigWig","wgEncodeRikenCageNhemfm2CellPapPlusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhemfm2CellPapPlusRawRep2.bigWig"
"083WC","NHEM_M2","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002760",7012303,"GSM979649","Gingeras","RIKEN","CThi10056",,"cell","8a27c5f5c4281c88a9b8b2299b846fb3",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"11M",,6646,,"wgEncodeRikenCageNhemm2CellPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageNhemm2CellPapMinusRawRep1.bigWig","wgEncodeRikenCageNhemm2CellPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhemm2CellPapMinusRawRep1.bigWig"
"084WC","NHEM_M2","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002760",7011001.2,"GSM979649","Gingeras","RIKEN","CThi10102GAT",,"cell","e6daea64e9383b534cefae2f2d0d1e81",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"17M",,6592,,"wgEncodeRikenCageNhemm2CellPapMinusRawRep2","bigWig","MinusSignal","wgEncodeRikenCageNhemm2CellPapMinusRawRep2.bigWig","wgEncodeRikenCageNhemm2CellPapMinusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhemm2CellPapMinusRawRep2.bigWig"
"083WC","NHEM_M2","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002760",7012303,"GSM979649","Gingeras","RIKEN","CThi10056",,"cell","de44e6317874b1926943c8d037f9e4d9",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"11M",,6646,,"wgEncodeRikenCageNhemm2CellPapPlusRawRep1","bigWig","PlusSignal","wgEncodeRikenCageNhemm2CellPapPlusRawRep1.bigWig","wgEncodeRikenCageNhemm2CellPapPlusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhemm2CellPapPlusRawRep1.bigWig"
"084WC","NHEM_M2","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002760",7011001.2,"GSM979649","Gingeras","RIKEN","CThi10102GAT",,"cell","24299f7c340356dd3fbeb95cc677b587",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"17M",,6592,,"wgEncodeRikenCageNhemm2CellPapPlusRawRep2","bigWig","PlusSignal","wgEncodeRikenCageNhemm2CellPapPlusRawRep2.bigWig","wgEncodeRikenCageNhemm2CellPapPlusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageNhemm2CellPapPlusRawRep2.bigWig"
"Generation 0","prostate","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-09-22#,#2008-12-09#,#2009-09-09#,"wgEncodeEH000331",,,"Gingeras","RIKEN",,,"cell","78471d5d5a867cd1642a09261f239926","renamed","wgEncode",,0,"longNonPolyA",,,"17M","bedtools v2.7.1",1813,,"wgEncodeRikenCageProstateCellLongnonpolyaMinusClusters","bigWig","MinusSignal","wgEncodeRikenCageProstateCellLongnonpolyaMinusClusters.bigWig","wgEncodeRikenCageProstateCellLongnonpolyaMinusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageProstateCellLongnonpolyaMinusClusters.bigWig"
"Generation 0","prostate","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-09-22#,#2008-12-09#,#2009-09-09#,"wgEncodeEH000331",,,"Gingeras","RIKEN",,,"cell","5e23eeff74cfa82ed6bfcbcda7eb02c4","renamed","wgEncode",,0,"longNonPolyA",,,"17M","bedtools v2.7.1",1813,,"wgEncodeRikenCageProstateCellLongnonpolyaPlusClusters","bigWig","PlusSignal","wgEncodeRikenCageProstateCellLongnonpolyaPlusClusters.bigWig","wgEncodeRikenCageProstateCellLongnonpolyaPlusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageProstateCellLongnonpolyaPlusClusters.bigWig"
"gen0159WC","prostate","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-09-22#,#2008-12-09#,#2009-09-09#,"wgEncodeEH000331",,"GSM849336","Gingeras","RIKEN","I09",,"cell","78471d5d5a867cd1642a09261f239926",,"wgEncode",,,"longNonPolyA",,,"17M","bedtools v2.7.1",1813,,"wgEncodeRikenCageProstateCellPamMinusSignal","bigWig","MinusSignal","wgEncodeRikenCageProstateCellPamMinusSignal.bigWig","wgEncodeRikenCageProstateCellPamMinusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageProstateCellPamMinusSignal.bigWig"
"gen0159WC","prostate","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-09-22#,#2008-12-09#,#2009-09-09#,"wgEncodeEH000331",,"GSM849336","Gingeras","RIKEN","I09",,"cell","5e23eeff74cfa82ed6bfcbcda7eb02c4",,"wgEncode",,,"longNonPolyA",,,"17M","bedtools v2.7.1",1813,,"wgEncodeRikenCageProstateCellPamPlusSignal","bigWig","PlusSignal","wgEncodeRikenCageProstateCellPamPlusSignal.bigWig","wgEncodeRikenCageProstateCellPamPlusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageProstateCellPamPlusSignal.bigWig"
"047WC","SkMC","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002764",9011302,"GSM979653","Gingeras","RIKEN","CThi10030",,"cell","fbda9553d7cd84a2037e1fc4efe60ed2",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"17M",,6606,,"wgEncodeRikenCageSkmcCellPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageSkmcCellPapMinusRawRep1.bigWig","wgEncodeRikenCageSkmcCellPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageSkmcCellPapMinusRawRep1.bigWig"
